magnitude,location,time,latitude,longitude
1.37,"5 km NNE of Mentone, CA",2024-10-30 06:16:53,34.1106667,-117.1238333
1.21,"5 km N of Mentone, CA",2024-10-30 06:16:27,34.1106667,-117.1248333
4.3,"17 km WSW of Bahía de Caráquez, Ecuador",2024-10-30 06:12:13,-0.6603,-80.5723
4.6,"64 km SE of Bobon, Philippines",2024-10-30 06:03:54,6.4711,126.7558
1.73,"4 km N of Malibu, CA",2024-10-30 05:49:11,34.045,-118.8065
2.3,"36 km NW of Lake Louise, Alaska",2024-10-30 05:49:03,62.54,-146.9999
1.86,"18 km E of Fredonia, Arizona",2024-10-30 05:48:27,36.9418333333333,-112.323166666667
1.8,"56 km S of Whites City, New Mexico",2024-10-30 05:48:16,31.671,-104.441
2.41,"14 km SSE of Waynoka, Oklahoma",2024-10-30 05:45:00,36.46616667,-98.80783333
1.27,"10 km ESE of Ojai, CA",2024-10-30 05:41:49,34.4156667,-119.141
0.91,"7 km NNE of Borrego Springs, CA",2024-10-30 05:30:27,33.312,-116.346
1.75,"1 km WSW of Indios, Puerto Rico",2024-10-30 05:28:31,17.9881666666667,-66.8361666666667
1.3,"7 km E of Coahoma, Texas",2024-10-30 05:19:01,32.306,-101.223
6.0,"121 km N of Kimbe, Papua New Guinea",2024-10-30 05:18:52,-4.4502,150.0872
1.3,"21 km WNW of Furnace Creek, California",2024-10-30 05:16:53,36.5416,-117.0602
1.1400000000000001,"3 km W of Sammamish, Washington",2024-10-30 05:09:35,47.64533333333333,-122.12166666666667
0.83,"17 km E of Little Lake, CA",2024-10-30 05:05:11,35.9203333,-117.717
0.0,"50 km E of Beatty, Nevada",2024-10-30 04:53:03,36.9591,-116.2014
2.3,"22 km NW of Nanwalek, Alaska",2024-10-30 04:44:05,59.5082,-152.169
4.9,"82 km W of San Antonio de los Cobres, Argentina",2024-10-30 04:43:21,-24.2892,-67.128
-0.3,"85 km NNW of Karluk, Alaska",2024-10-30 04:30:34,58.2443333333333,-155.1355
2.23,"10 km E of Coalinga, CA",2024-10-30 04:25:15,36.1588325500488,-120.251502990723
0.82,"7 km SSE of Idyllwild, CA",2024-10-30 04:25:10,33.6766667,-116.6975
0.93,"5 km SE of Ontario, CA",2024-10-30 04:21:11,34.0178333,-117.5898333
1.3,"9 km S of Ackerly, Texas",2024-10-30 04:17:36,32.444,-101.697
2.3,"24 km NNW of Beluga, Alaska",2024-10-30 03:42:15,61.3325,-151.3001
0.98,"10 km E of Ojai, CA",2024-10-30 03:39:47,34.4541667,-119.1358333
3.9,"113 km WSW of Adak, Alaska",2024-10-30 03:36:28,51.4587,-178.1402
1.3,"10 km NW of Santa Paula, CA",2024-10-30 03:21:46,34.4143333,-119.1363333
4.3,"24 km SSE of Aiquile, Bolivia",2024-10-30 03:18:16,-18.3928,-65.0688
1.12,"5 km SE of Ontario, CA",2024-10-30 03:18:00,34.0143333,-117.5931667
0.35000000000000003,"13 km NNE of Ashford, Washington",2024-10-30 02:53:24,46.87416666666667,-121.95983333333334
2.4,"6 km SE of Houston, Alaska",2024-10-30 02:49:30,61.586,-149.7428
0.95,"14 km N of Aguanga, CA",2024-10-30 02:47:39,33.572,-116.8873333
1.22,"4 km SW of Anderson Springs, CA",2024-10-30 02:47:28,38.7503318786621,-122.722831726074
0.64,"91 km W of Adak, Alaska",2024-10-30 02:44:52,51.8643333333333,-177.969166666667
0.5,"65 km ENE of Independence, California",2024-10-30 02:41:14,37.0248,-117.5135
1.64,"12 km NW of Ocotillo, CA",2024-10-30 02:32:38,32.7978333,-116.1011667
0.59,"15 km N of Borrego Springs, CA",2024-10-30 02:05:14,33.3923333,-116.3745
0.8,"1 km ENE of The Geysers, CA",2024-10-30 02:01:45,38.7848320007324,-122.745834350586
4.9,south of the Fiji Islands,2024-10-30 01:59:09,-25.2279,-178.7697
2.35,"1 km WSW of Pāhala, Hawaii",2024-10-30 01:46:38,19.1975002288818,-155.496170043945
1.63,"15 km S of Fern Forest, Hawaii",2024-10-30 01:43:51,19.326,-155.143833333333
1.1,"50 km S of Caliente, Nevada",2024-10-30 01:42:42,37.1628,-114.4526
1.61,"11 km SW of Lompoc, CA",2024-10-30 01:38:48,34.5556667,-120.527
1.13,"10 km ESE of Ojai, CA",2024-10-30 01:38:17,34.416,-119.1455
2.01,"9 km SSW of Lompoc, CA",2024-10-30 01:34:58,34.5708333,-120.5108333
2.24,"16 km NE of Stanley, Idaho",2024-10-30 01:26:03,44.3413333333333,-114.819
2.4,"4 km NNE of Trapper Creek, Alaska",2024-10-30 01:19:58,62.3554,-150.1884
1.93,"14 km S of Fern Forest, Hawaii",2024-10-30 01:15:21,19.33766746521,-155.123001098633
1.0,"22 km NW of Furnace Creek, California",2024-10-30 01:13:40,36.5838,-117.0401
2.7,"49 km ENE of Port Alsworth, Alaska",2024-10-30 01:02:46,60.3188,-153.4471
1.14,"7 km NNW of The Geysers, CA",2024-10-30 00:47:09,38.8264999389648,-122.806503295898
1.0,"9 km SE of Cabazon, CA",2024-10-30 00:46:07,33.856,-116.7291667
1.54,"7 km NNW of The Geysers, CA",2024-10-30 00:42:28,38.8263320922852,-122.805999755859
1.86,"7 km NNW of The Geysers, CA",2024-10-30 00:41:41,38.8258323669434,-122.80549621582
2.13,"7 km NNW of The Geysers, CA",2024-10-30 00:39:50,38.8263320922852,-122.80583190918
2.3,"2 km ENE of Magas Arriba, Puerto Rico",2024-10-30 00:35:12,18.026,-66.7516666666667
2.1,"8 km NE of Nelchina, Alaska",2024-10-30 00:34:47,62.0369,-146.6381
0.76,"8 km NE of Banning, CA",2024-10-30 00:23:39,33.9815,-116.829
1.92,"63 km SSW of Ugashik, Alaska",2024-10-30 00:18:18,56.9681666666667,-157.7315
1.9,"19 km WSW of Goldfield, Nevada",2024-10-30 00:06:22,37.6534,-117.4457
1.9,"11 km SSW of Forsan, Texas",2024-10-29 23:46:54,32.012,-101.394
2.23,"2 km N of Guayanilla, Puerto Rico",2024-10-29 23:38:48,18.0445,-66.792
1.4,"57 km S of Whites City, New Mexico",2024-10-29 23:31:31,31.654,-104.336
2.3,"39 km NNW of Valdez, Alaska",2024-10-29 23:30:03,61.4686,-146.5565
1.4000000000000001,"8 km ENE of Naches, Washington",2024-10-29 23:19:11,46.761,-120.59383333333334
4.7,"2 km W of Sakai, Japan",2024-10-29 23:14:26,36.0975,139.7772
2.33,"11 km NNE of Stanley, Idaho",2024-10-29 23:13:55,44.3045,-114.864666666667
2.5,"56 km SSW of Skwentna, Alaska",2024-10-29 23:10:55,61.5196,-151.8061
2.94,"24 km WNW of Rincón, Puerto Rico",2024-10-29 23:10:43,18.4598333333333,-67.4443333333333
0.54,"9 km ENE of Naches, Washington",2024-10-29 23:05:32,46.754666666666665,-120.58366666666667
1.32,"9 km ENE of Naches, Washington",2024-10-29 22:54:08,46.762166666666666,-120.59
1.4,"2 km NW of Saint Helena, CA",2024-10-29 22:51:15,38.5175018310547,-122.487167358398
1.0,"15 km N of Borrego Springs, CA",2024-10-29 22:32:20,33.3918333,-116.377
4.25,"102 km WSW of Pole Ojea, Puerto Rico",2024-10-29 22:26:01,17.5336,-68.035
0.76,"7 km NNW of The Geysers, CA",2024-10-29 22:18:32,38.8236656188965,-122.80883026123
1.74,"5 km SSW of Volcano, Hawaii",2024-10-29 22:14:25,19.3926666666667,-155.253
1.94,"6 km SSW of Volcano, Hawaii",2024-10-29 22:14:25,19.3846664428711,-155.246826171875
0.8,"6 km WSW of Glenbrook, Nevada",2024-10-29 22:11:35,39.0722,-120.0148
1.31,"17 km W of Niarada, Montana",2024-10-29 22:07:43,47.8208333333333,-114.836333333333
1.1,"23 km NW of Furnace Creek, California",2024-10-29 21:48:33,36.5719,-117.0703
1.3,"37 km NNW of Nellis Air Force Base, Nevada",2024-10-29 21:47:28,36.5506,-115.241
1.29,"6 km NNW of The Geysers, CA",2024-10-29 21:46:09,38.8240013122559,-122.797164916992
2.1,"43 km NE of Susitna North, Alaska",2024-10-29 21:37:22,62.3826,-149.1626
2.3,"40 km SSW of Cantwell, Alaska",2024-10-29 21:31:04,63.0685,-149.3125
1.35,"1 km NNW of Pleasant Hill, CA",2024-10-29 21:30:42,37.9591674804688,-122.068000793457
3.0,"67 km ENE of Pedro Bay, Alaska",2024-10-29 21:29:56,60.0983,-153.0697
1.9,"9 km SSE of Ackerly, Texas",2024-10-29 20:47:55,32.441,-101.694
2.1,"110 km WNW of Yakutat, Alaska",2024-10-29 20:42:55,60.08,-141.3948
1.66,"9 km NNW of Kanarraville, Utah",2024-10-29 20:25:48,37.6183333333333,-113.2215
-0.57,"64 km ENE of Pedro Bay, Alaska",2024-10-29 20:25:28,60.0418333333333,-153.071333333333
1.01,"2 km E of Lake Marcel-Stillwater, Washington",2024-10-29 20:11:15,47.695,-121.87566666666666
1.08,"7 km WNW of Cobb, CA",2024-10-29 20:05:47,38.8348350524902,-122.806503295898
3.9,"137 km E of Atka, Alaska",2024-10-29 20:00:50,52.2729,-172.1856
1.7,"32 km SW of Glacier View, Alaska",2024-10-29 19:57:29,61.5693,-148.0144
1.54,"4 km SSE of Highland Park, CA",2024-10-29 19:51:18,34.0845,-118.1825
3.17,"67 km N of Brenas, Puerto Rico",2024-10-29 19:45:13,19.0725,-66.3785
1.42,"2 km WNW of Saint Helena, CA",2024-10-29 19:39:50,38.5106658935547,-122.489166259766
4.4,"38 km WSW of Madang, Papua New Guinea",2024-10-29 19:38:49,-5.2958,145.4457
4.5,"95 km SE of Luwuk, Indonesia",2024-10-29 19:38:18,-1.5546,123.4017
1.2,"24 km NW of Toyah, Texas",2024-10-29 19:34:11,31.469,-103.981
0.23,"6 km NNW of Dutch Harbor, Alaska",2024-10-29 19:29:07,53.9443333333333,-166.571166666667
1.4,"62 km S of Whites City, New Mexico",2024-10-29 19:27:25,31.623,-104.498
1.5,"61 km SSW of Manley Hot Springs, Alaska",2024-10-29 19:24:17,64.5268,-151.3112
1.31,"26 km N of Kernville, CA",2024-10-29 19:20:14,35.9923333,-118.4218333
4.5,"19 km ENE of Murghob, Tajikistan",2024-10-29 19:18:42,38.263,74.1587
0.06,"6 km NNW of Dutch Harbor, Alaska",2024-10-29 19:15:52,53.9416666666667,-166.573
2.4,"63 km ESE of Pedro Bay, Alaska",2024-10-29 19:11:58,59.6029,-153.0454
1.56,"5 km SE of Ontario, CA",2024-10-29 19:08:17,34.019,-117.5943333
1.2,"8 km S of Olancha, CA",2024-10-29 19:00:52,36.209,-118.0103333
2.0,"64 km WNW of Nanwalek, Alaska",2024-10-29 18:55:32,59.5031,-153.0138
2.1,"70 km ESE of Denali National Park, Alaska",2024-10-29 18:49:57,63.2755,-150.4373
1.85,"13 km S of Fern Forest, Hawaii",2024-10-29 18:49:43,19.341667175293,-155.121505737305
1.59,"11 km WSW of Lake Pillsbury, CA",2024-10-29 18:08:14,39.3588333129883,-123.063835144043
1.51,"11 km S of Volcano, Hawaii",2024-10-29 18:05:14,19.3393333333333,-155.2185
3.0,"5 km NE of Windsor, CA",2024-10-29 18:00:05,38.5883333333333,-122.786
1.07,"2 km WNW of Maple Valley, Washington",2024-10-29 17:52:20,47.403166666666664,-122.07033333333334
1.43,"10 km NNE of Stanley, Idaho",2024-10-29 17:48:53,44.3026666666667,-114.870333333333
0.67,"9 km SE of Valle Vista, CA",2024-10-29 17:46:50,33.7025,-116.8183333
1.8,"7 km S of Trapper Creek, Alaska",2024-10-29 17:13:57,62.251,-150.2511
0.8,"1 km NE of The Geysers, CA",2024-10-29 17:05:04,38.7873344421387,-122.74666595459
0.66,"32 km ESE of Swan Lake, Montana",2024-10-29 16:50:39,47.8228333333333,-113.4455
0.78,"1 km  of The Geysers, CA",2024-10-29 16:48:38,38.7823333740234,-122.759002685547
1.8,"36 km NNW of Valdez, Alaska",2024-10-29 16:48:06,61.4407,-146.5755
1.9,"71 km E of Cantwell, Alaska",2024-10-29 16:44:14,63.4403,-147.5264
1.31,"2 km NNW of The Geysers, CA",2024-10-29 16:28:03,38.789665222168,-122.767166137695
2.0,"58 km SE of Denali National Park, Alaska",2024-10-29 16:25:00,63.203,-150.8368
1.08,"5 km NNW of The Geysers, CA",2024-10-29 16:22:25,38.8098335266113,-122.792167663574
1.72,"5 km NNW of Boron, CA",2024-10-29 16:22:06,35.0375,-117.6788333
1.63,"5 km NNW of Boron, CA",2024-10-29 16:21:57,35.0413333,-117.6676667
1.86000001,"11 km E of Pāhala, Hawaii",2024-10-29 16:15:27,19.201000213623,-155.366668701172
2.2,"32 km NW of Nanwalek, Alaska",2024-10-29 16:03:34,59.5545,-152.3491
1.26,"15 km SW of Thatcher, Utah",2024-10-29 15:59:25,41.5911666666667,-112.420833333333
1.23,"15 km SW of Thatcher, Utah",2024-10-29 15:59:05,41.5921666666667,-112.419166666667
1.1400000000000001,"8 km NE of Abbotsford, Canada",2024-10-29 15:51:39,49.109,-122.16383333333333
2.1,"17 km NNE of Hermleigh, Texas",2024-10-29 15:17:32,32.767,-100.66
0.77,"16 km WNW of Lincoln, Montana",2024-10-29 15:12:23,47.005,-112.892666666667
0.83,"23 km N of Ridgecrest, CA",2024-10-29 15:11:59,35.8268333,-117.6653333
4.7,"44 km NE of Cubará, Colombia",2024-10-29 14:49:16,7.3345,-71.8717
1.66,"6 km ESE of Howell, Utah",2024-10-29 14:43:50,41.768,-112.370333333333
1.13,"14 km SW of Thatcher, Utah",2024-10-29 14:29:46,41.6025,-112.416666666667
0.7,"16 km SW of Thatcher, Utah",2024-10-29 14:29:15,41.5846666666667,-112.428
2.2,"22 km SE of Susitna North, Alaska",2024-10-29 14:23:15,62.0122,-149.567
0.74,"4 km W of Cobb, CA",2024-10-29 14:18:06,38.821834564209,-122.765335083008
2.0,"23 km NNW of Sutton-Alpine, Alaska",2024-10-29 14:12:38,61.9787,-148.9121
2.27,"6 km NNE of Pāhala, Hawaii",2024-10-29 14:05:10,19.2581672668457,-155.453170776367
1.87,"15 km S of Fern Forest, Hawaii",2024-10-29 13:58:45,19.3263333333333,-155.140666666667
1.5,"24 km WSW of Furnace Creek, California",2024-10-29 13:39:47,36.3998,-117.1162
1.6,"34 km W of Salamatof, Alaska",2024-10-29 13:33:58,60.6429,-151.944
1.75,"9 km ESE of Rose Lodge, Oregon",2024-10-29 12:50:42,44.97516666666667,-123.77733333333333
1.99,"16 km NNE of Apple Valley, CA",2024-10-29 12:47:14,34.6335,-117.1193333
1.18,"2 km SE of Home Gardens, CA",2024-10-29 12:37:59,33.8696667,-117.5085
4.3,"48 km ENE of Noda, Japan",2024-10-29 12:36:26,40.3126,142.3223
1.0,"26 km NW of Furnace Creek, California",2024-10-29 12:33:36,36.5844,-117.0973
1.64,"21 km SSW of La Quinta, CA",2024-10-29 12:22:42,33.5025,-116.4355
0.83,"18 km ESE of Julian, CA",2024-10-29 12:16:18,32.9958333,-116.4393333
0.72,"8 km NNW of The Geysers, CA",2024-10-29 12:08:22,38.8315010070801,-122.81583404541
2.32,"10 km NNE of Stanley, Idaho",2024-10-29 12:06:20,44.3003333333333,-114.863833333333
0.0,"8 km NNW of Truckee, California",2024-10-29 12:06:02,39.3979,-120.2099
1.54,"16 km SW of Toms Place, CA",2024-10-29 12:04:37,37.4611663818359,-118.803169250488
0.76,"8 km ESE of Valle Vista, CA",2024-10-29 12:04:24,33.7146667,-116.814
1.32,"4 km ENE of Butte, Montana",2024-10-29 12:02:48,46.0156666666667,-112.482666666667
0.82,"9 km WSW of Idyllwild, CA",2024-10-29 12:02:26,33.703,-116.8078333
1.4,"27 km NNE of Chickaloon, Alaska",2024-10-29 11:56:44,62.0248,-148.2871
1.0,"84 km NNW of Karluk, Alaska",2024-10-29 11:56:37,58.2873,-154.8967
0.33,"7 km NNW of Dutch Harbor, Alaska",2024-10-29 11:50:11,53.9483333333333,-166.582166666667
5.0,southern Mid-Atlantic Ridge,2024-10-29 11:46:45,-12.337,-14.757
2.03,"8 km S of Round Valley, CA",2024-10-29 11:46:27,37.3468322753906,-118.580169677734
0.49,"27 km W of Inyokern, CA",2024-10-29 11:45:58,35.687,-118.1123333
4.5,"154 km NW of Sola, Vanuatu",2024-10-29 11:44:26,-13.0812,166.3824
1.4,"14 km SE of Angwin, CA",2024-10-29 11:31:31,38.5251655578613,-122.300163269043
1.9,"63 km NNE of Petersville, Alaska",2024-10-29 11:27:25,63.0579,-150.5054
0.57,"6 km NE of Anza, CA",2024-10-29 11:24:07,33.5975,-116.6276667
1.18,"85 km NW of Karluk, Alaska",2024-10-29 11:22:20,58.1688333333333,-155.358
1.8,"23 km ESE of Susitna North, Alaska",2024-10-29 11:15:52,62.0606,-149.445
2.28,"11 km E of Puebla, B.C., MX",2024-10-29 11:06:00,32.5491667,-115.2386667
1.1,"3 km WSW of Spring Garden, California",2024-10-29 11:05:32,39.8873,-120.822
1.96,"11 km E of Puebla, B.C., MX",2024-10-29 11:04:19,32.5471667,-115.2363333
1.48,"6 km S of Morongo Valley, CA",2024-10-29 10:54:22,33.9938333,-116.5791667
-0.33,"67 km WNW of Tyonek, Alaska",2024-10-29 10:52:16,61.294,-152.298166666667
2.1,"87 km ENE of Chase, Alaska",2024-10-29 10:50:10,62.6149,-148.4469
1.48,"8 km NNE of Foster, Oklahoma",2024-10-29 10:45:06,34.68866667,-97.45466667
5.1,South Sandwich Islands region,2024-10-29 10:32:51,-59.6938,-27.3994
-0.04,"26 km W of Dutch Harbor, Alaska",2024-10-29 10:32:38,53.8806666666667,-166.938166666667
0.03,"68 km WNW of Beluga, Alaska",2024-10-29 10:29:12,61.3085,-152.301
1.7,"23 km S of Furnace Creek, California",2024-10-29 10:24:28,36.2393,-116.8772
1.41,"13 km WNW of Searles Valley, CA",2024-10-29 10:21:38,35.8063333,-117.537
1.32,"17 km SSE of Livermore, CA",2024-10-29 10:17:04,37.5498352050781,-121.660499572754
1.19,"32 km NNW of Searles Valley, CA",2024-10-29 10:05:39,36.0436667,-117.4875
2.69,"4 km W of Pāhala, Hawaii",2024-10-29 10:03:55,19.1983333333333,-155.517666666667
2.11,"15 km WSW of Johannesburg, CA",2024-10-29 09:59:46,35.341,-117.796
4.3,"224 km NE of Lospalos, Timor Leste",2024-10-29 09:54:28,-7.2977,128.6263
1.65,"2 km SE of Hennessey, Oklahoma",2024-10-29 09:53:33,36.09216667,-97.87433333
4.4,"74 km N of Masohi, Indonesia",2024-10-29 09:52:02,-2.632,128.8747
1.7,"65 km W of Tyonek, Alaska",2024-10-29 09:49:12,61.031,-152.3433
1.72,"11 km NE of Stanley, Idaho",2024-10-29 09:48:04,44.2998333333333,-114.860333333333
0.81,"24 km W of Volcano, Hawaii",2024-10-29 09:45:06,19.4855,-155.4655
4.5,"219 km N of Rosetta, Egypt",2024-10-29 09:43:26,33.3574,30.0546
2.9,"37 km NE of Chase, Alaska",2024-10-29 09:35:03,62.7231,-149.6656
1.5,"12 km E of Healy, Alaska",2024-10-29 09:25:52,63.8596,-148.7095
1.89,"9 km SSW of Volcano, Hawaii",2024-10-29 09:25:14,19.3615,-155.273333333333
4.9,"233 km NW of Houma, Tonga",2024-10-29 09:16:32,-19.7509,-176.9532
2.54,"19 km S of Fort Irwin, CA",2024-10-29 09:09:10,35.097,-116.6538333
1.8,"35 km WSW of Ackerly, Texas",2024-10-29 09:06:13,32.415,-102.071
4.7,Macquarie Island region,2024-10-29 09:00:32,-54.7514,159.0141
0.4,"25 km NW of Sutcliffe, Nevada",2024-10-29 08:58:33,40.1217,-119.8008
0.77,"14 km ENE of Ridgecrest, CA",2024-10-29 08:53:59,35.6771667,-117.535
0.28,"64 km ENE of Pedro Bay, Alaska",2024-10-29 08:50:34,60.036,-153.074666666667
4.4,"131 km NNE of Labuan Bajo, Indonesia",2024-10-29 08:50:05,-7.3374,120.1628
2.0,"25 km N of Skwentna, Alaska",2024-10-29 08:46:49,62.2132,-151.4573
-0.05,"64 km ENE of Pedro Bay, Alaska",2024-10-29 08:45:08,60.0413333333333,-153.067833333333
-0.23,"65 km ENE of Pedro Bay, Alaska",2024-10-29 08:45:04,60.0465,-153.055
2.8,"73 km SW of Buckland, Alaska",2024-10-29 08:43:32,65.4657,-162.1194
1.12,"10 km NE of San Martin, CA",2024-10-29 08:23:30,37.151668548584,-121.53783416748
1.94000006,"11 km NE of Pāhala, Hawaii",2024-10-29 08:11:36,19.2649993896484,-155.387161254883
1.4,"15 km E of Fox, Alaska",2024-10-29 08:10:43,64.9808,-147.295
0.77,"2 km N of The Geysers, CA",2024-10-29 07:16:21,38.7936668395996,-122.76000213623
-0.57,"68 km WNW of Beluga, Alaska",2024-10-29 07:15:51,61.3196666666667,-152.2975
4.2,"41 km ENE of Palca, Peru",2024-10-29 07:03:50,-17.6709,-69.584
0.78,"31 km ENE of Helena Valley Northeast, Montana",2024-10-29 06:54:27,46.8228333333333,-111.582666666667
1.53,"8 km NNW of The Geysers, CA",2024-10-29 06:42:37,38.8311653137207,-122.814331054688
1.8,"11 km ESE of Tyonek, Alaska",2024-10-29 06:38:18,61.026,-150.9414
1.88999999,"15 km S of Fern Forest, Hawaii",2024-10-29 06:33:10,19.3233337402344,-155.147338867188
3.49,"54 km N of Hatillo, Puerto Rico",2024-10-29 06:26:38,18.976,-66.8375
1.1,"53 km S of Silver Peak, Nevada",2024-10-29 06:23:19,37.2758,-117.5468
1.1,"2 km ESE of Mullan, Idaho",2024-10-29 06:18:25,47.462,-115.7775
1.1,"8 km SSW of Gabbs, Nevada",2024-10-29 06:11:10,38.8027,-117.976
4.8,Kermadec Islands region,2024-10-29 06:01:42,-28.7028,-176.8544
0.99,"2 km N of Bolinas, CA",2024-10-29 06:00:26,37.9255,-122.6875
1.8,"16 km WSW of Doyle, California",2024-10-29 05:45:22,39.9456,-120.265
0.06,"6 km W of Entiat, Washington",2024-10-29 05:41:35,47.677,-120.298
2.15,"2 km SW of Indios, Puerto Rico",2024-10-29 05:41:24,17.9775,-66.84
1.8,"28 km ENE of Stevens Village, Alaska",2024-10-29 05:39:56,66.1097,-148.5195
0.78,"23 km SSW of Mammoth, Wyoming",2024-10-29 05:32:54,44.7741666666667,-110.805166666667
1.69,"11 km E of Kanarraville, Utah",2024-10-29 05:23:44,37.557,-113.056166666667
4.9,"102 km ENE of Ozernovskiy, Russia",2024-10-29 05:13:57,51.7846,157.9069
0.72,"11 km W of Toms Place, CA",2024-10-29 05:05:47,37.5343333333333,-118.803833333333
0.78,"10 km WNW of Cobb, CA",2024-10-29 05:01:06,38.8446655273438,-122.829833984375
1.54,"6 km ENE of Villa Park, CA",2024-10-29 04:32:00,33.8276667,-117.7515
-0.15,"65 km WNW of Beluga, Alaska",2024-10-29 04:25:50,61.3161666666667,-152.250333333333
1.53,"2 km NW of The Geysers, CA",2024-10-29 04:21:10,38.7915000915527,-122.777168273926
0.77,"3 km NW of The Geysers, CA",2024-10-29 04:19:55,38.7923316955566,-122.778999328613
0.7,"23 km NW of Furnace Creek, California",2024-10-29 04:19:22,36.6204,-117.0122
0.41,"7 km WNW of Cobb, CA",2024-10-29 04:07:53,38.8353333333333,-122.806666666667
0.39,"7 km NNW of The Geysers, CA",2024-10-29 04:00:04,38.8245010375977,-122.80233001709
2.1,"40 km WNW of Nanwalek, Alaska",2024-10-29 03:49:17,59.4365,-152.6239
1.47,"4 km NNW of Pinnacles, CA",2024-10-29 03:47:14,36.5648345947266,-121.166831970215
-0.31,"67 km WNW of Tyonek, Alaska",2024-10-29 03:45:56,61.3006666666667,-152.298333333333
-0.72,"76 km NW of Ninilchik, Alaska",2024-10-29 03:45:53,60.4645,-152.762166666667
1.25,"11 km NE of Ocotillo Wells, CA",2024-10-29 03:38:32,33.2073333,-116.0478333
1.05,"7 km NNW of The Geysers, CA",2024-10-29 03:32:53,38.8221664428711,-122.811996459961
3.75,"132 km N of Cruz Bay, U.S. Virgin Islands",2024-10-29 03:28:33,19.5038,-64.5613
1.38,"13 km NNE of Stanley, Idaho",2024-10-29 03:24:38,44.3313333333333,-114.8995
0.36,"60 km SE of Pedro Bay, Alaska",2024-10-29 03:22:50,59.3578333333333,-153.437166666667
1.18,"1 km NE of The Geysers, CA",2024-10-29 03:02:34,38.7874984741211,-122.747169494629
2.0,"50 km W of Mentone, Texas",2024-10-29 02:54:33,31.702,-104.135
1.6,"51 km W of Mentone, Texas",2024-10-29 02:52:56,31.695,-104.147
1.01,"6 km SE of Loma Linda, CA",2024-10-29 02:45:06,34.0088333,-117.2221667
1.23,"6 km WNW of Cobb, CA",2024-10-29 02:40:34,38.8281669616699,-122.796333312988
1.64,"10 km NE of Stanley, Idaho",2024-10-29 02:39:33,44.2978333333333,-114.858833333333
2.14,"10 km NE of Stanley, Idaho",2024-10-29 02:37:46,44.2981666666667,-114.861333333333
1.84,"15 km SW of Packwood, Washington",2024-10-29 02:17:45,46.492333333333335,-121.783
1.8,"52 km E of Denali National Park, Alaska",2024-10-29 01:46:25,63.5773,-150.6736
-0.05,"67 km WNW of Tyonek, Alaska",2024-10-29 01:42:59,61.2973333333333,-152.296166666667
5.2,"267 km E of Levuka, Fiji",2024-10-29 01:32:45,-18.1107,-178.157
-0.16,"67 km WNW of Tyonek, Alaska",2024-10-29 01:29:45,61.2986666666667,-152.294833333333
0.49,"10 km NW of The Geysers, CA",2024-10-29 01:25:04,38.8256683349609,-122.852333068848
-0.08,"66 km ENE of Pedro Bay, Alaska",2024-10-29 01:15:39,60.0565,-153.043333333333
2.19,"3 km SSE of Indios, Puerto Rico",2024-10-29 01:15:20,17.9648333333333,-66.8111666666667
0.44,"67 km WNW of Tyonek, Alaska",2024-10-29 01:08:22,61.298,-152.295333333333
0.87,"4 km NE of Logan, Montana",2024-10-29 01:07:55,45.9066666666667,-111.385833333333
2.34775972366333,"16 km NNE of Sekiu, Washington",2024-10-29 01:05:23,48.40250015258789,-124.24866485595703
3.85,"78 km NE of Samaná, Dominican Republic",2024-10-29 01:02:22,19.7423,-68.853
2.2,"36 km WSW of Karluk, Alaska",2024-10-29 00:55:06,57.4309,-155.0126
4.9,"288 km NE of Fais, Micronesia",2024-10-29 00:45:30,11.6964,142.2991
2.05999994,"3 km NNE of Pāhala, Hawaii",2024-10-29 00:45:24,19.2333335876465,-155.458831787109
-0.96,"61 km ENE of Pedro Bay, Alaska",2024-10-29 00:34:32,60.0155,-153.097
1.65,"10 km SSW of Leilani Estates, Hawaii",2024-10-29 00:33:12,19.3826666666667,-154.957333333333
-0.59,"64 km ENE of Pedro Bay, Alaska",2024-10-29 00:31:36,60.0546666666667,-153.079666666667
0.57,"28 km SW of Akutan, Alaska",2024-10-29 00:24:08,53.9588333333333,-166.0955
2.3,"53 km S of Lowell Point, Alaska",2024-10-29 00:23:07,59.5962,-149.6176
3.0,Gulf of Alaska,2024-10-29 00:22:09,57.0931,-142.9731
1.62,"14 km SSE of Waynoka, Oklahoma",2024-10-29 00:15:52,36.46266667,-98.80916667
0.76,"2 km NNE of The Geysers, CA",2024-10-29 00:15:49,38.7973327636719,-122.747169494629
1.43,"8 km NNE of Julian, CA",2024-10-29 00:11:41,33.1476667,-116.5665
2.21000004,"11 km E of Pāhala, Hawaii",2024-10-29 00:05:19,19.2176666259766,-155.373840332031
3.61,"98 km NNE of Cruz Bay, U.S. Virgin Islands",2024-10-29 00:03:49,19.1931,-64.5756
1.6,"15 km NNE of Hermleigh, Texas",2024-10-29 00:01:59,32.757,-100.67
1.9,"15 km NE of Hermleigh, Texas",2024-10-28 23:56:48,32.75,-100.663
1.0,"2 km WNW of Gardendale, Texas",2024-10-28 23:56:24,32.03,-102.402
-0.19,"67 km WNW of Tyonek, Alaska",2024-10-28 23:40:01,61.2998333333333,-152.293166666667
2.2,"7 km NW of El Moro, Colorado",2024-10-28 23:39:16,37.2816,-104.5163
